days_before_departure,price,seats_left,is_weekend,is_holiday,seat_type,booked
44,133,100,1,0,0,1
6,359,137,0,1,0,1
30,137,171,0,0,1,1
51,147,95,1,1,2,1
2,129,115,0,0,2,0
39,310,105,0,1,1,1
47,305,54,1,0,0,0
22,247,169,0,0,2,0
30,156,47,0,0,1,0
47,118,101,1,0,1,1
56,187,72,0,0,2,0
31,199,49,1,0,0,1
54,340,34,1,0,2,0
8,400,128,0,1,2,0
37,82,58,0,1,0,0
5,294,23,1,1,2,0
14,287,2,0,1,1,0
28,361,166,1,1,1,0
10,175,35,1,0,1,1
24,308,162,1,1,2,0
41,231,141,1,1,0,0
37,207,70,0,1,0,0
53,257,92,0,1,1,0
45,298,101,0,0,2,0
35,341,151,1,0,2,0
16,228,136,1,0,0,0
41,396,27,1,0,2,0
58,120,162,0,0,0,1
29,120,79,0,0,2,0
48,104,111,1,1,2,1
27,138,81,0,1,0,1
47,256,13,1,1,2,1
21,386,1,1,1,0,0
7,352,54,1,1,0,0
18,168,57,1,1,2,0
35,105,177,1,0,0,0
38,379,134,0,1,0,1
44,222,57,1,0,2,0
19,381,5,0,1,1,0
50,182,168,0,1,1,1
29,385,94,0,1,2,1
37,171,54,0,0,0,0
9,127,4,1,1,0,1
18,382,66,0,0,2,0
18,289,138,1,0,2,1
7,102,43,0,1,2,1
56,336,123,0,0,0,1
46,101,13,0,0,0,1
47,135,27,1,1,1,1
49,298,8,0,1,0,0
16,123,41,1,1,2,0
31,237,137,0,1,2,0
46,359,136,0,0,2,0
4,257,85,0,1,1,0
17,384,161,1,1,0,0
45,212,15,0,0,1,0
15,193,37,0,0,1,0
60,200,76,1,1,0,0
13,263,158,1,1,0,1
19,296,15,1,1,0,0
14,94,166,0,0,1,1
15,245,6,0,1,1,0
60,89,90,0,1,2,0
56,337,63,1,0,1,0
2,322,58,1,0,0,1
10,256,149,1,0,0,0
4,330,12,1,0,2,0
15,91,125,0,1,0,1
30,121,15,1,1,1,1
31,250,148,0,0,1,0
49,243,50,1,1,0,1
37,157,117,0,0,0,0
20,164,24,1,1,2,0
53,129,8,1,1,1,1
47,114,90,1,0,1,1
35,195,91,1,1,1,1
6,347,155,1,0,1,0
31,328,80,0,1,1,1
58,89,135,0,1,0,1
47,209,54,0,1,0,1
17,166,119,1,0,0,1
58,183,15,0,0,2,0
17,396,113,1,0,0,1
11,101,10,0,1,1,0
17,271,5,1,1,2,0
8,156,96,0,1,0,1
13,337,119,0,1,1,0
28,112,81,1,0,0,1
31,182,3,0,1,2,0
21,144,90,1,0,2,1
57,144,52,0,0,1,1
60,331,98,1,1,1,0
45,83,2,1,1,0,0
48,168,9,1,0,2,0
30,366,166,1,1,1,0
49,184,80,1,0,2,1
55,181,90,0,0,0,0
7,208,175,1,0,0,1
51,204,127,1,1,0,1
36,243,150,0,0,0,0
42,306,167,1,0,0,0
16,113,81,0,1,2,1
28,343,174,1,0,2,0
32,216,178,0,1,2,0
8,97,92,0,0,0,1
53,359,42,0,0,1,0
14,124,157,1,1,1,1
55,183,74,0,0,2,0
52,248,98,0,1,0,0
30,209,134,0,0,2,0
38,123,166,0,1,0,1
12,357,36,1,1,0,1
44,340,161,1,1,2,0
60,325,22,0,1,2,0
32,199,44,1,0,0,1
2,91,69,0,0,0,0
42,107,19,1,0,1,0
2,193,140,0,0,1,0
49,194,136,1,0,0,1
28,157,57,1,1,2,0
50,366,33,0,0,1,0
17,182,112,0,1,1,1
12,327,68,1,0,2,1
55,338,22,1,0,1,0
8,93,74,1,0,1,0
33,105,77,1,1,2,0
6,127,27,1,1,1,1
59,159,63,1,1,2,0
32,107,124,1,0,1,1
8,198,88,0,1,1,0
37,99,94,0,1,2,1
32,97,81,1,0,2,0
9,154,120,0,1,2,0
43,364,7,0,0,0,1
44,333,82,1,0,2,0
17,375,157,0,0,2,1
47,317,70,0,0,2,1
3,94,103,1,1,0,1
4,340,164,1,1,1,1
44,355,6,1,0,2,1
44,92,86,0,1,1,1
18,247,123,0,0,1,0
59,159,167,1,1,1,0
54,395,30,0,1,1,0
44,142,152,1,0,2,0
19,325,74,0,1,1,0
60,283,34,0,0,0,0
4,331,160,1,1,0,1
51,289,126,0,1,2,0
28,169,171,1,1,1,0
31,81,173,1,1,0,0
46,272,84,1,1,2,0
58,367,11,0,0,2,0
56,121,87,0,0,0,1
24,282,96,1,0,1,0
39,364,139,0,1,0,0
11,166,105,1,0,0,0
4,349,142,1,0,2,1
5,370,44,0,0,1,0
35,149,85,0,1,0,1
16,343,116,0,0,1,0
11,362,123,1,1,2,1
46,111,58,1,0,1,0
3,164,19,0,1,2,1
27,158,156,1,0,0,1
4,127,25,1,1,0,1
30,110,113,0,0,2,0
51,273,54,0,1,2,1
44,319,95,1,0,1,0
26,393,60,0,1,2,0
34,175,47,1,1,0,1
28,163,26,0,0,1,1
32,330,114,1,1,1,0
10,142,44,1,1,0,1
50,172,77,1,1,2,0
37,268,26,1,0,0,0
20,164,56,0,1,1,1
59,85,110,1,1,2,1
17,383,41,0,1,2,1
52,379,49,1,1,2,1
56,384,42,1,0,2,1
19,346,140,0,1,0,1
32,279,154,0,0,2,0
21,187,155,1,1,1,1
60,393,81,1,1,2,1
4,174,35,0,1,1,1
51,168,29,0,1,1,0
4,339,164,0,0,1,0
49,105,165,0,1,0,1
24,266,68,1,1,0,1
15,338,147,0,1,2,0
59,105,153,1,0,0,1
30,393,29,0,1,2,1
34,316,152,0,1,0,1
1,113,86,1,0,0,1
42,163,79,0,0,1,1
38,300,35,1,1,1,1
31,379,6,1,1,2,1
8,107,98,0,1,1,1
22,245,154,1,0,2,0
54,221,123,0,1,0,1
35,189,17,1,0,0,0
27,312,41,1,0,2,0
28,130,98,1,1,2,0
53,181,68,0,0,1,0
31,392,15,0,1,0,1
38,391,51,1,0,0,0
46,384,99,0,1,2,0
8,378,176,1,1,2,1
49,289,77,1,0,1,0
27,380,179,1,0,1,1
20,294,49,0,1,1,1
43,196,47,1,0,2,0
13,257,126,1,0,0,1
59,179,81,1,1,0,0
58,187,97,1,0,0,0
33,184,39,0,0,2,0
57,324,151,0,1,1,1
20,325,33,0,0,2,0
54,135,113,0,1,0,0
20,246,120,0,1,1,1
23,387,75,1,0,0,0
7,205,109,1,1,1,0
9,109,125,1,0,0,1
33,225,59,1,1,0,1
10,369,61,0,0,2,0
30,184,96,1,1,0,1
40,186,144,0,0,0,0
22,330,167,0,0,2,1
3,106,152,1,1,0,1
20,386,128,0,0,2,1
7,122,121,1,0,1,1
19,317,91,1,0,1,0
32,333,24,0,1,1,1
37,363,168,0,0,2,1
23,168,39,0,0,2,0
49,324,73,1,1,0,0
42,81,92,1,0,1,1
6,381,91,0,0,0,0
12,380,90,0,1,0,1
38,298,98,1,0,2,1
13,240,81,0,0,2,0
1,226,39,0,1,1,1
23,218,31,0,1,2,0
49,299,24,0,1,2,1
45,322,35,1,0,0,1
29,210,156,0,0,1,0
1,364,33,1,1,1,1
37,112,133,1,0,1,1
25,367,174,1,1,2,0
50,349,30,0,1,2,1
59,111,100,0,0,1,0
30,122,151,1,0,2,1
57,124,176,1,1,0,1
45,161,162,1,0,1,1
40,206,49,0,1,0,0
36,252,163,0,1,1,0
27,395,13,0,1,1,0
9,334,67,1,0,0,1
50,232,55,1,1,0,1
37,118,170,0,0,2,1
37,81,72,1,1,0,1
4,324,19,0,1,2,1
36,210,167,0,0,2,0
26,264,108,1,0,0,1
54,398,30,1,0,2,0
40,102,97,0,0,0,0
40,395,18,1,0,0,1
44,243,4,0,0,1,0
44,104,129,1,1,2,1
38,258,163,0,1,2,1
57,101,55,1,1,1,0
40,303,41,0,0,0,0
47,121,95,1,1,0,0
15,239,57,0,1,0,1
33,346,12,1,1,0,0
44,229,67,1,1,0,0
17,168,156,1,1,2,1
39,245,160,1,1,1,1
42,391,17,1,1,2,1
51,299,23,0,0,0,0
2,350,41,1,0,2,1
55,171,150,1,1,0,1
22,346,68,1,1,2,1
51,222,148,0,1,1,1
43,131,158,1,0,1,0
19,381,43,1,0,0,0
43,347,110,0,0,2,0
8,376,168,0,0,2,0
54,255,17,0,1,2,1
26,181,70,1,0,0,1
14,249,24,1,1,0,0
19,188,57,1,1,2,0
39,313,172,1,1,0,0
60,338,153,1,0,1,1
41,96,91,0,0,1,0
25,320,126,0,0,0,0
31,132,7,1,0,1,1
30,155,76,0,0,1,0
44,104,1,0,1,2,0
17,275,48,1,1,0,1
49,262,84,0,1,2,0
2,317,31,0,0,1,0
32,274,157,1,1,1,0
59,360,24,1,0,1,1
50,101,40,1,1,0,0
22,148,142,0,1,0,0
42,387,173,1,1,2,0
57,133,165,1,1,2,0
8,237,37,1,0,1,0
12,200,154,0,0,0,0
2,270,68,1,1,2,1
47,262,110,1,0,0,0
59,159,78,1,1,2,1
8,297,150,1,0,0,1
1,140,165,1,1,0,1
39,190,97,0,1,2,0
13,107,179,0,1,0,1
26,101,144,1,1,2,1
49,143,10,0,1,1,0
14,186,68,0,0,1,0
17,382,50,0,0,2,0
36,221,72,0,1,2,0
14,104,167,1,1,1,1
37,247,21,0,1,1,1
9,165,136,0,1,1,1
37,125,73,0,0,1,0
41,193,126,1,0,0,0
53,129,166,0,0,1,0
3,162,9,1,0,2,1
58,134,23,1,1,1,1
55,286,177,0,1,0,1
5,201,59,1,1,1,1
48,279,31,1,0,1,1
57,85,122,1,1,0,1
32,187,145,1,1,0,0
40,319,37,0,1,1,1
18,220,38,1,1,1,0
42,112,96,1,1,1,1
17,360,151,1,1,2,1
18,159,126,1,0,1,1
41,319,24,0,0,1,1
45,335,71,1,1,2,1
10,256,124,0,1,2,0
47,165,145,0,1,1,0
19,219,171,0,0,2,0
3,288,153,1,0,1,1
43,302,97,0,0,1,0
19,202,82,0,1,1,1
19,252,65,1,0,0,0
20,216,45,1,1,2,1
46,360,39,0,1,1,0
28,134,60,1,0,0,1
24,275,87,0,1,2,0
10,94,139,0,1,0,0
12,131,44,1,1,0,1
60,105,25,1,1,1,0
59,338,85,1,1,0,0
3,121,158,1,1,1,1
50,202,115,1,0,0,0
36,305,82,0,0,1,1
60,166,144,1,0,2,0
53,203,104,0,0,0,0
52,241,34,0,1,0,1
2,275,56,0,1,1,1
24,380,52,1,0,0,1
39,190,164,0,0,0,0
40,347,118,1,1,2,0
44,156,16,1,0,0,0
8,307,138,0,1,1,0
5,259,170,0,0,1,1
3,111,67,0,0,0,1
12,92,38,1,1,2,1
16,216,98,0,0,0,0
58,289,68,0,1,1,1
21,328,172,0,0,2,0
15,192,128,1,1,1,1
16,244,149,0,0,2,0
46,131,59,1,1,0,1
16,327,3,1,0,1,0
56,90,47,1,1,2,0
51,177,158,1,0,2,1
33,343,175,1,1,2,1
47,108,44,1,1,0,1
26,134,157,0,0,2,0
46,255,91,0,1,1,1
45,395,16,1,1,1,1
47,101,76,1,1,0,0
44,183,77,0,0,0,0
40,234,28,1,0,0,1
38,284,9,0,1,1,0
20,338,158,1,1,0,1
53,114,96,1,1,2,0
53,349,180,1,1,0,1
51,94,154,0,1,1,0
1,295,166,1,0,2,0
40,280,13,0,0,2,0
56,87,153,1,0,0,0
7,353,15,1,1,1,0
24,142,143,1,0,2,1
46,276,135,0,1,2,0
23,127,139,1,1,0,1
41,110,142,1,1,1,1
22,338,6,0,0,2,0
43,370,169,0,0,1,1
33,149,134,0,0,0,0
52,131,161,1,0,2,1
10,342,165,1,1,2,0
44,212,12,0,0,0,1
38,208,13,0,1,1,0
40,228,94,0,1,0,0
25,371,133,0,0,1,0
2,184,24,1,1,2,1
42,388,124,0,1,0,0
19,325,12,1,1,2,1
46,310,16,0,0,1,0
12,361,8,0,1,1,1
36,129,148,1,0,2,0
14,181,29,0,0,0,1
22,357,171,0,0,0,0
1,357,83,1,1,1,1
14,115,48,0,0,2,0
57,335,134,1,0,2,1
36,278,142,0,1,0,0
46,290,59,1,1,1,0
38,224,86,0,1,2,1
46,279,104,0,1,0,1
52,108,111,0,1,1,0
51,342,178,0,0,1,0
38,150,126,0,1,1,0
3,241,138,0,1,2,0
38,347,49,1,0,0,0
8,387,166,0,1,1,0
45,250,45,0,0,0,0
36,102,104,0,0,1,0
18,314,48,0,1,2,0
43,230,145,0,1,1,0
25,279,13,1,1,1,1
41,166,73,1,0,1,0
16,300,25,1,0,1,1
26,83,168,0,0,0,1
31,364,1,0,0,1,1
51,211,180,1,0,0,1
23,316,171,0,1,0,1
22,165,53,0,1,2,0
56,266,7,0,1,0,0
2,230,95,0,0,2,0
31,377,126,0,0,1,0
40,392,74,1,1,2,0
48,390,21,1,1,1,0
11,231,25,1,1,0,0
2,372,22,0,1,0,0
25,133,137,0,0,0,1
40,324,94,1,0,0,0
28,253,113,0,0,2,0
43,143,168,0,0,0,1
19,205,143,0,1,1,0
16,348,90,1,0,2,1
8,137,33,1,1,2,0
52,251,156,0,0,2,1
58,275,119,1,0,1,0
18,93,106,1,1,0,1
20,287,55,1,0,1,1
11,395,70,0,0,1,1
10,99,160,0,1,0,1
7,158,92,0,1,1,1
25,104,76,0,1,0,1
53,144,50,0,1,1,1
6,297,20,0,0,0,1
29,117,48,1,0,0,1
30,246,41,1,1,1,0
29,283,75,0,1,1,0
12,126,164,0,1,0,1
53,131,140,1,1,0,0
3,196,66,1,1,0,0
46,249,138,0,0,2,0
1,96,67,1,0,2,1
60,144,46,0,0,1,0
44,301,104,1,1,0,0
60,260,123,0,0,1,0
49,125,176,0,0,2,0
26,272,1,1,0,0,0
46,125,74,1,0,2,1
31,303,47,0,1,0,0
4,84,9,1,0,0,1
2,225,148,1,0,1,1
19,271,75,0,1,1,0
34,314,62,1,0,0,0
21,348,153,1,1,0,0
21,217,166,0,0,0,0
22,236,78,0,1,0,0
6,275,83,1,1,1,1
13,269,82,1,1,0,0
43,109,139,1,0,2,1
36,279,70,1,1,2,0
38,112,88,1,0,0,1
24,338,173,1,1,2,1
12,266,165,1,0,1,1
43,269,133,0,1,2,1
6,93,6,1,0,1,1
41,85,11,1,0,0,1
55,393,166,1,1,0,1
18,111,62,1,0,1,1
7,377,148,0,0,2,0
49,101,89,0,1,1,1
28,169,39,0,1,1,1
57,177,165,1,0,2,0
14,231,168,1,1,0,0
28,227,13,0,0,0,1
22,199,27,0,1,2,0
12,200,106,1,0,2,0
16,321,28,0,1,0,1
14,387,129,1,0,2,1
12,134,155,1,0,1,0
22,400,77,0,0,2,0
23,145,87,0,1,0,1
6,223,8,1,0,0,1
14,134,11,1,0,1,1
4,363,131,1,1,1,0
23,138,6,1,1,2,1
20,173,140,1,1,0,1
59,93,72,0,0,0,0
42,111,29,1,1,0,1
55,247,1,0,1,1,1
14,197,44,1,0,0,1
54,247,178,1,0,1,1
23,174,115,0,1,0,0
32,218,48,0,0,2,0
33,393,25,1,1,1,1
31,150,85,1,0,1,0
44,134,165,1,1,0,1
27,147,88,1,0,2,1
16,331,5,0,1,1,0
15,236,82,0,1,2,1
30,174,144,0,0,1,0
7,319,21,1,1,1,1
47,186,170,0,1,1,0
30,179,114,1,0,0,1
54,398,168,0,1,1,0
6,118,126,1,0,1,1
56,288,40,0,0,1,0
53,241,111,1,1,1,1
34,83,117,1,0,1,1
28,213,1,1,1,1,1
12,222,22,1,0,1,1
14,355,41,0,0,0,1
22,256,9,0,1,1,1
13,299,68,0,1,2,1
18,189,21,0,1,1,1
21,374,152,1,1,1,0
58,191,7,0,0,0,1
45,196,98,0,0,0,0
28,240,115,0,1,1,0
19,289,86,1,1,1,0
51,197,61,1,0,1,1
55,236,89,1,1,0,0
7,98,113,1,0,0,1
20,193,155,0,1,2,1
5,98,134,0,1,1,1
47,148,135,0,1,1,0
1,137,147,1,1,0,1
5,166,108,0,0,1,0
8,94,161,1,1,1,0
11,281,84,1,0,1,0
52,253,18,0,0,1,0
53,130,22,0,0,1,1
37,363,101,1,0,2,0
11,235,168,0,0,2,0
51,136,11,0,0,2,1
28,379,88,0,0,1,0
29,179,120,1,1,2,0
28,361,83,0,1,0,0
28,338,65,1,1,0,1
38,181,60,1,0,1,1
11,264,77,1,0,0,0
53,371,79,1,0,0,0
57,240,17,1,0,2,0
39,283,144,0,0,1,0
31,236,180,0,0,1,0
4,190,88,1,0,0,1
54,134,75,0,0,0,1
29,297,121,1,1,0,1
47,210,25,0,1,0,1
58,204,7,0,1,0,0
31,394,158,0,1,0,1
36,318,88,0,1,0,0
49,99,76,0,1,2,1
29,157,108,1,0,1,1
13,358,153,1,1,2,1
13,350,144,1,1,2,0
32,276,45,1,1,2,1
29,192,150,1,1,2,0
35,230,139,1,1,1,1
60,262,46,0,0,0,0
37,317,66,1,1,1,0
40,136,151,1,1,2,0
44,299,67,0,1,0,0
16,382,107,0,0,2,0
34,161,112,1,1,0,0
50,143,29,0,0,0,0
59,367,139,0,1,2,1
19,278,47,1,1,0,1
46,379,26,0,1,2,1
35,358,61,1,0,1,0
6,95,119,1,0,2,1
44,275,4,1,1,0,0
4,371,62,1,1,1,1
51,258,34,0,0,0,0
44,195,110,1,0,0,1
9,134,180,0,1,2,0
35,390,73,0,0,2,0
51,245,47,1,1,1,0
25,103,145,0,0,0,1
37,133,162,1,1,2,0
40,201,178,0,0,2,0
51,274,78,0,1,0,0
32,298,136,1,0,1,0
33,166,30,0,1,2,0
48,236,52,0,1,1,0
54,277,99,0,0,1,0
8,97,119,0,0,1,1
45,339,8,1,0,2,1
8,129,73,1,1,2,1
33,276,114,0,0,0,0
27,84,58,0,0,1,0
5,114,110,0,1,0,1
15,303,156,1,0,0,1
27,157,27,1,0,1,1
14,300,170,0,1,0,0
29,320,146,1,0,0,1
39,88,47,0,0,1,1
47,146,72,1,0,2,1
52,364,42,1,1,0,1
9,101,68,0,1,1,1
9,350,126,0,0,2,0
8,307,173,0,1,1,0
60,399,60,1,1,1,1
26,359,50,0,0,0,1
17,105,112,0,1,1,1
35,254,152,1,1,1,0
8,101,178,1,0,2,1
59,276,7,0,0,1,0
25,271,172,1,0,1,1
20,158,108,1,1,1,0
23,336,32,0,0,0,0
32,383,91,1,1,0,0
49,352,68,0,1,1,1
32,113,120,1,0,2,1
36,333,22,1,1,2,1
37,110,10,0,0,1,1
37,289,137,0,1,2,0
38,321,55,0,0,2,0
52,207,159,1,1,0,1
12,197,109,0,0,2,0
20,384,86,1,1,1,0
10,342,60,1,1,1,1
48,299,66,1,0,1,1
12,284,127,0,0,0,1
35,326,142,0,1,2,1
27,344,130,1,1,0,1
30,153,75,1,1,1,1
11,129,29,0,1,0,1
12,312,174,0,1,0,0
25,254,163,0,1,1,1
5,262,112,1,1,1,1
22,176,76,1,0,1,0
40,293,133,0,1,0,1
15,240,24,0,1,2,0
2,179,136,0,1,1,1
44,323,154,0,1,2,1
29,390,97,1,0,2,1
22,181,67,1,1,1,1
31,92,111,1,1,1,0
37,155,147,0,1,1,0
13,291,64,0,0,2,0
9,208,79,0,0,2,1
34,334,66,1,0,1,1
44,374,120,0,0,2,0
47,320,160,1,1,0,1
35,203,136,1,0,2,1
16,314,170,1,1,0,1
35,191,152,1,1,1,0
14,200,12,1,1,2,1
24,86,144,0,1,0,1
57,292,65,0,0,0,0
38,250,119,1,0,0,0
58,112,112,1,1,1,1
13,135,34,0,0,1,0
27,230,17,0,0,1,1
57,210,65,1,1,0,0
12,373,36,0,1,0,0
4,245,11,1,1,2,1
51,228,107,0,1,2,0
43,346,63,0,0,2,0
6,370,143,1,0,1,0
31,200,99,0,0,2,0
44,118,94,0,0,1,0
35,244,63,0,0,2,0
23,261,55,0,1,1,0
45,118,151,0,1,0,1
42,169,47,0,0,0,0
20,313,12,1,1,1,0
47,169,50,1,0,1,1
35,95,44,0,1,0,1
13,362,9,0,0,1,0
9,163,82,1,0,2,0
36,225,123,0,1,0,0
49,96,48,0,0,0,1
60,118,35,0,0,2,0
44,374,174,0,1,2,1
35,194,109,0,0,2,0
22,269,138,0,0,2,0
4,144,132,0,0,1,0
35,122,25,1,0,0,1
39,397,174,0,0,0,1
8,145,120,0,0,1,0
60,259,121,0,0,0,0
14,132,121,0,0,2,1
13,270,150,1,1,2,0
31,354,100,1,1,0,0
35,365,88,1,0,2,0
15,338,170,0,0,2,0
48,311,60,1,0,1,0
9,310,32,1,1,1,1
34,231,140,1,1,0,1
34,191,173,1,0,0,0
54,208,39,0,1,2,1
12,177,48,0,0,1,1
28,200,42,0,0,2,1
38,210,102,0,1,0,0
32,238,30,0,1,2,0
6,316,26,1,0,2,1
51,272,30,0,0,2,0
27,227,29,1,0,0,0
33,216,34,1,0,0,0
34,122,115,0,0,0,0
14,372,19,0,1,0,1
17,130,137,1,0,1,1
9,280,86,0,0,2,0
13,113,46,1,0,0,0
3,378,82,0,0,2,0
26,377,162,1,1,1,0
14,145,113,0,0,2,1
24,87,142,0,0,0,0
44,183,117,0,1,1,1
17,246,139,0,0,1,0
50,89,63,1,1,0,1
56,376,116,1,0,2,1
33,360,171,1,0,0,1
41,97,147,0,0,2,1
31,204,19,0,1,2,0
19,172,105,1,0,2,0
8,268,69,1,0,0,0
53,114,106,1,1,1,1
34,343,8,0,1,2,0
39,376,17,1,0,1,1
40,350,110,1,1,0,1
10,99,91,0,1,0,1
45,152,94,0,1,1,0
59,185,28,1,1,0,0
34,221,176,1,0,0,0
28,288,66,0,0,1,0
39,320,31,0,1,0,0
45,116,148,1,1,0,1
49,274,156,0,0,2,1
38,263,89,0,0,2,0
46,342,57,0,0,1,0
60,216,15,1,0,1,1
9,342,177,1,1,2,0
33,100,31,1,0,0,1
45,82,172,1,1,2,1
4,240,57,0,1,0,1
29,237,79,0,0,2,1
37,302,110,1,1,1,0
19,301,91,1,0,0,0
56,280,163,1,0,2,1
45,365,143,1,1,1,0
28,81,31,0,0,2,1
21,282,175,1,0,0,0
38,192,60,0,1,1,0
42,338,159,1,0,2,1
44,139,163,0,0,2,0
48,115,108,0,1,1,1
20,400,92,1,1,2,1
4,332,1,1,0,1,1
7,127,176,0,1,2,1
8,224,123,1,1,2,0
46,156,166,1,1,1,1
45,196,117,0,1,0,0
21,165,90,1,0,2,0
23,224,112,0,0,2,0
59,299,80,0,0,2,0
47,391,171,0,1,0,1
17,135,26,0,0,1,1
33,195,96,1,0,2,1
29,138,157,0,0,0,0
43,187,143,1,1,2,1
57,239,49,0,0,1,0
40,229,119,0,0,2,0
41,367,82,1,0,2,0
30,349,31,0,1,1,0
33,364,89,1,0,0,1
37,133,151,1,1,1,1
60,227,155,0,1,0,0
15,294,47,0,0,2,0
26,157,8,1,0,1,1
59,195,44,0,1,0,0
33,245,177,0,1,2,1
30,164,72,0,1,1,0
59,352,83,1,1,0,0
6,189,118,0,0,1,0
32,228,152,0,0,0,0
58,304,171,0,1,2,1
39,347,98,0,0,0,0
59,384,153,0,1,1,0
27,237,124,0,1,0,1
46,187,104,1,0,1,0
24,279,145,0,1,2,0
51,354,12,0,0,2,0
32,89,163,1,1,2,1
35,358,163,1,1,1,1
43,287,174,0,1,1,0
8,342,35,1,0,0,1
30,384,97,1,0,0,0
18,302,56,0,0,1,1
55,301,142,0,0,1,0
9,399,49,1,1,0,1
37,277,109,1,1,0,1
4,370,134,0,1,2,0
23,343,91,1,0,1,1
25,200,53,0,1,2,1
11,122,150,0,0,0,0
59,183,93,0,0,2,0
42,397,85,0,1,1,1
30,330,77,0,0,0,0
1,94,150,0,1,1,1
24,146,48,1,0,1,0
7,178,102,1,0,2,0
48,122,176,0,0,1,0
24,169,82,0,1,2,0
16,251,158,1,0,1,0
6,224,28,1,1,2,1
24,247,65,0,0,1,0
15,379,80,0,1,1,1
43,313,109,0,0,0,1
17,179,102,1,0,0,1
39,244,55,0,1,2,1
56,320,153,0,1,2,0
16,379,163,0,1,1,0
24,239,25,0,1,1,0
13,191,29,1,0,2,0
26,288,172,0,0,1,0
16,204,8,0,1,0,0
18,174,31,0,1,2,0
45,369,19,0,0,1,1
4,143,58,1,0,2,1
6,197,178,1,0,1,1
53,165,160,0,1,0,0
59,289,172,1,1,1,1
39,158,176,1,1,2,0
41,200,135,0,1,2,1
52,150,61,1,1,0,0
37,225,82,0,1,0,1
47,280,96,0,1,2,0
56,340,178,1,1,1,0
56,117,55,0,1,0,1
37,163,145,1,0,0,1
30,352,105,0,0,1,0
56,294,178,1,1,0,0
54,314,20,1,1,0,1
21,348,69,0,1,1,0
4,246,13,0,1,1,1
41,96,1,0,1,0,1
35,260,29,0,0,0,0
4,359,99,0,1,1,0
55,204,141,1,1,1,1
6,287,172,0,0,1,1
33,394,58,1,0,2,1
33,161,13,0,1,2,1
8,149,75,0,1,0,1
3,247,81,0,1,1,1
7,235,3,1,0,0,0
58,146,84,0,1,0,0
25,124,20,0,0,2,1
30,114,127,0,0,2,0
58,142,144,0,0,1,1
36,292,57,0,1,0,1
38,214,99,1,0,2,1
36,141,30,1,1,2,1
24,316,150,0,1,2,1
56,293,72,1,1,2,1
30,278,8,0,1,1,0
3,373,127,0,0,1,1
28,315,138,0,0,2,1
20,288,51,0,0,1,1
46,128,101,0,0,1,1
57,316,135,0,0,1,1
53,206,77,1,0,1,0
26,395,152,0,0,0,0
4,217,154,0,0,1,0
44,196,24,1,0,2,0
55,159,85,1,0,0,0
19,311,125,0,1,2,1
31,341,144,0,1,2,0
43,171,78,1,1,2,0
59,351,61,0,0,0,1
8,375,87,0,0,0,0
16,255,162,1,0,1,0
49,271,128,0,0,0,0
55,161,169,0,0,1,1
56,202,92,0,1,2,1
4,274,112,0,1,0,1
56,123,140,0,0,2,0
10,203,19,1,0,2,1
31,223,129,0,0,2,1
37,257,65,1,1,0,0
1,241,58,1,0,0,0
13,358,131,0,1,1,0
15,359,26,0,1,2,1
50,146,34,1,0,0,1
27,112,112,0,1,0,1
59,184,168,0,0,2,0
5,276,102,0,1,0,1
28,373,80,0,1,1,1
25,240,107,0,0,2,0
6,96,27,1,1,1,1
33,90,164,0,1,2,1
49,333,165,1,0,1,0
55,294,147,1,1,0,0
36,170,12,1,0,1,1
32,120,76,1,1,1,0
1,328,77,1,1,1,1
9,266,145,1,1,2,1
4,320,38,0,1,1,1
53,280,94,0,0,1,0
18,253,164,1,1,2,1
7,253,86,1,1,0,1
60,256,25,1,0,1,1
24,276,173,1,1,1,0
49,115,36,0,1,1,0
47,306,18,1,1,1,0
27,214,96,0,0,2,0
18,197,29,0,0,0,0
28,167,82,0,0,0,1
44,235,105,0,0,2,0
19,127,77,0,0,2,1
49,87,87,1,0,0,1
2,379,16,1,0,2,1
20,130,86,0,0,1,0
32,246,125,1,1,2,0
30,206,2,0,1,0,0
34,330,168,0,1,2,0
34,349,19,1,0,0,0
20,302,71,1,1,0,1
31,358,47,0,1,0,0
50,399,175,1,1,1,0
47,267,64,1,0,2,0
23,103,152,0,1,0,0
40,257,44,0,0,0,0
31,100,114,1,0,0,1
37,135,135,0,1,0,1
5,266,81,0,1,2,0
38,308,76,1,0,0,1
35,223,138,0,1,2,1
58,264,23,1,0,2,1
23,213,67,0,1,0,1
8,302,1,0,0,1,0
5,217,22,1,1,1,0
24,360,34,1,0,0,0
17,153,97,0,0,0,1
40,105,70,1,1,1,1
4,95,142,0,0,1,0
44,133,132,0,0,0,1
35,394,40,1,0,2,0
16,80,179,0,1,0,1
52,157,104,1,1,1,0
16,301,118,0,1,2,1
40,147,173,0,0,0,1
30,383,12,1,1,2,1
2,269,52,0,0,2,1
36,266,133,1,1,2,1
11,252,171,1,0,2,0
60,325,100,1,0,0,0
38,348,71,0,1,0,0
39,108,152,0,0,0,0
36,297,178,0,0,2,0
28,85,122,1,1,2,1
38,148,160,1,1,0,1
10,378,69,1,1,2,1
50,268,34,1,1,0,1
55,357,127,0,0,0,1
13,197,45,1,1,2,1
48,176,22,1,0,0,0
32,196,100,1,0,2,0
47,251,40,1,1,2,1
27,94,133,1,1,2,1
28,139,42,1,1,0,1
